symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,UpdateTime,address2,lastDividendDate,impliedSharesOutstanding,toCurrency,err,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,currencySymbol,preMarketPrice,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState,preMarketSource,regularMarketChangePercent,postMarketTime,postMarketSource,postMarketChangePercent,preMarketTime,preMarketChangePercent
APT,L3R 9R2,Industrials,115.0,"Alpha Pro Tech, Ltd., together with its subsidiaries, develops, manufactures, and markets a range of disposable protective apparel, infection control, and building supply products in the United States and internationally. The company operates through two segments, Disposable Protective Apparel and Building Supply. The Disposable Protective Apparel segment provides shoe covers, bouffant caps, coveralls, frocks, lab coats, and gowns, hoods, as well as face masks and shields. The Building Supply segment offers construction weatherization products, such as housewrap, synthetic roof underlayment, and other woven materials. The company markets its products under the Alpha Pro Tech brand name, as well as under private labels. Its products are used primarily in cleanrooms; industrial safety manufacturing environments; health care facilities, such as hospitals, laboratories, and dental offices; building and re-roofing sites; and pharmaceutical markets. The company distributes its products through a network of purchasing groups, distributors, and independent sales representatives, as well as through its sales and marketing force. Alpha Pro Tech, Ltd. was founded in 1983 and is headquartered in Markham, Canada.",Markham,905 479 0654,ON,Canada,[],http://www.alphaprotech.com,1,60 Centurian Drive,,Building Products & Equipment,0.31462,0.26374,0.49155,18274000.0,1.657,0.30752,32311000.0,16.75,strong_buy,50482000.0,10442750.0,16.75,8.8,19.495,9.45,0.36932,1.0,16.75,5.975,0.58095,16.75,23292000.0,3586000.0,102700000.0,1.713,USD,7.636,5.524,1.0,ASE,"Alpha Pro Tech, Ltd.","Alpha Pro Tech, Ltd.",America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_381981,bf103b79-1b39-3baa-869b-42479f7f7f37,us_market,,0.982,,3.123,,,1.16,,13500300.0,,,,4.472,1826468.0,0.13430001,,1609372800.0,0.43864,27086000.0,1.94,,,1.9677997,0.097679995,1672444800.0,,1609372800.0,4.05,1615766400.0,11518629.0,-1.585769,100897232.0,2,,,,,,21.143,1.156793,1618444800.0,0.54,,7.5862074,,0.1486,2265296.0,,,8.52,8.5,10.457071,,0.0,,9.1321,,4704000.0,8.52,8.594286,,8.5,4704000.0,,,,,,,8.44,USD,4.5360823,1729145.0,,,,118802640.0,,,1699976.0,8.44,8.55,1200.0,1729145.0,20.54,,,6.97,8.52,False,,800.0,9.1321,8.8,https://logo.clearbit.com/alphaprotech.com,2021-08-08,Suite 112,,,,,,,,,,,,,,,,,,,,,,,,
IMV,B3B 2C4,Healthcare,77.0,"IMV Inc., a biopharmaceutical company, focuses on the development of cancer immunotherapies and vaccines against infectious diseases using its DPX delivery technology platform. The company's lead drug candidate includes maveropepimut-S (DPX-Survivac), a T cell therapy, which is in three Phase II clinical trials across 6 different cancer indications with and without Merck's Keytruda; and Phase II clinical trials for the treatment of ovarian cancer, and recurrent and refractory diffuse large B cell lymphoma. It is also developing DPX-COVID-19, a second-generation vaccine against severe acute respiratory syndrome coronavirus 2; and DPX-RSV, a vaccine candidate, which has completed Phase I clinical trials for the treatment of respiratory syncytial virus strain A, as well as DPX-SurMAGE for the treatment of bladder cancer and DPX-BRAF to treat melanoma patients. The company was formerly known as Immunovaccine Inc. and changed its name to IMV Inc. in May 2018. IMV Inc. was founded in 2000 and is headquartered in Dartmouth, Canada.",Dartmouth,902 492 1819,NS,Canada,[],http://www.imv-inc.com,1,130 Eileen Stubbs Avenue,902 492 0888,Biotechnology,0.0,0.0,0.0,-30174100.0,,-13267.428,-31356360.0,,none,-26602000.0,-22223206.0,,1.72,,6.652,-0.78780997,,,30.784,-2.2073,,30453000.0,8188000.0,2385.0,0.449,USD,0.0,5.848,,NCM,IMV Inc.,IMV Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_7828330,b688920e-dd36-3f43-8f4d-f7e9d38b8b28,us_market,,41547.05,,-3.16,,,,,67795904.0,,,,0.393,589703.0,0.0087,,1609372800.0,0.24088,-27474552.0,-0.426,,,4.3765903,0.0074199997,1672444800.0,,1617148800.0,1.73,1623715200.0,61838026.0,1.846811,99089720.0,4,,1525910400.0,312:1000,,,,48892.645,1626307200.0,,,,,,662972.0,,,1.75,1.74,2.7867143,,0.0,,1.744,,1010137.0,1.75,1.906,,1.74,1010137.0,,,,,,,1.65,USD,,447254.0,,,,116608960.0,,,1750731.0,1.65,1.71,1000.0,447254.0,5.19,,,1.31,1.7,False,,1400.0,1.744,1.72,https://logo.clearbit.com/imv-inc.com,2021-08-08,Suite 19,,,,,,,,,,,,,,,,,,,,,,,,
VERO,M2J 4Y8,Healthcare,384.0,"Venus Concept Inc., a medical technology company, develops, commercializes, and delivers minimally invasive and non-invasive medical aesthetic and hair restoration technologies worldwide. Its product portfolio includes aesthetic device platforms, including Venus Versa, a multi-application device used in aesthetic and cosmetic procedures; Venus Legacy, a noninvasive device used in dermatological and general surgical procedures for females; Venus Velocity and Venus Epileve, a diode laser device for hair removal, permanent hair reduction, and treatment of ingrown hair; and Venus Fiore that is used for the treatment of vaginal canal, labia skin tightening, and mons pubis. The company also offers Venus Viva, an advanced, portable, and fractional RF system for dermatological procedures requiring ablation and resurfacing of the skin; Venus Freeze Plus, a noninvasive device used in dermatologic and general surgical procedures for females for the noninvasive treatment of moderate to severe facial wrinkles and rhytides; Venus Bliss, a device is used for non-invasive lipolysis of the abdomen and flanks in individuals with a body mass index of 30 or less; Venus Glow, a dermabrasion device used to improve skin appearance. In addition, it provides NeoGraft, an advanced hair restoration technology with an automated FUE and implantation system; and ARTAS and ARTAS iX, a robotic systems to assist physicians in identifying and extracting hair follicles units from the scalp during hair transplantation, creating recipient sites, and implanting the harvested hair follicles. The company is headquartered in Toronto, Canada.",Toronto,877 848 8430,ON,Canada,[],http://www.venusconcept.com,1,235 Yorkland Boulevard,855 907 0115,Medical Devices,-0.18249,-0.47355998,0.666,-21465000.0,0.558,-0.23897,-15713000.0,2.5,buy,51391000.0,-16054750.0,6.0,2.1,,3.662,-0.0846,5.0,5.5,225.976,-1.00699,8.0,26992000.0,81236000.0,86103000.0,0.499,USD,2.021,2.794,1.6,NGM,Venus Concept Inc.,Venus Concept Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_247021942,,us_market,,1.941,,-10.637,-0.3333333,,,,54069600.0,,,,0.677,600957.0,0.0111,,1609372800.0,0.77001,-44339000.0,-1.042,,0.3202082,3.1019201,0.03973,1672444800.0,,1617148800.0,0.94,1623715200.0,30674242.0,,167143216.0,4,,1573171200.0,1:15,,,,1.3187246,1626307200.0,,,,,0.0211,1468649.0,,,2.16,2.16,2.380252,,0.0,,2.17,,160585.0,2.16,2.6964705,,2.16,160585.0,,,,,,,2.06,USD,,216868.0,,,,113546152.0,,,369688.0,2.06,2.2,900.0,216868.0,3.44,,,1.6,2.1,False,,2900.0,2.17,2.1,https://logo.clearbit.com/venusconcept.com,2021-08-08,Suite 900,,,,,,,,,,,,,,,,,,,,,,,,
ASM,V6C 3P1,Basic Materials,,"Avino Silver & Gold Mines Ltd., together with its subsidiaries, engages in the acquisition, exploration, and advancement of mineral properties in Canada. It primarily explores for silver, gold, and copper deposits. The company owns interests in 42 mineral claims and four leased mineral claims, including Avino mine area property comprises four concessions covering 154.4 hectares, 24 exploitation concessions covering 1,284.7 hectares, and one leased exploitation concession covering 98.83 hectares; Gomez Palacio property consists of nine exploration concessions covering 2,549 hectares; Santiago Papasquiaro property comprising four exploration concessions covering 2,552.6 hectares and one exploitation concession covering 602.9 hectares; and Unification La Platosa properties, which include three leased concessions located in the state of Durango, Mexico. It also owns 100% interests in the Minto, and Olympic-Kelvin properties located in British Columbia, Canada; and 14 quartz leases in Eagle property located in the Mayo Mining Division of Yukon, Canada. The company was incorporated in 1968 and is headquartered in Vancouver, Canada.",Vancouver,604 682 3701,BC,Canada,[],http://www.avino.com,1,570 Granville Street,604 682 3600,Other Precious Metals & Mining,-0.54908,-1.0338,-0.14919,-600000.0,-0.996,-0.75534,-4906000.0,2.79,buy,190000.0,-153750.0,2.98,1.03,,8.363,-0.05551,3.0,3.0,2.721,-0.13986,3.23,27030000.0,2090000.0,8935000.0,0.268,USD,0.102,7.758,2.0,ASE,Avino Silver & Gold Mines Ltd.,Avino Silver & Gold Mines Ltd.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_875979,7ccbb03c-b795-3344-95a0-b6924a8d7aed,us_market,,10.415,,-18.968,,,0.15,,100868000.0,,,,0.77,2577745.0,0.0256,,1609372800.0,0.028499998,-9068000.0,-0.106,,,1.3376623,0.030869998,1672444800.0,,1617148800.0,1.56,1619740800.0,97525686.0,1.0323,93059024.0,4,,,,,,,11.627761,1622160000.0,,,6.8666663,,0.026300002,3093532.0,,,1.03,1.02,1.2535,,0.0,,1.03,,407575.0,1.03,1.0848571,,1.02,407575.0,,,,,,,0.983,USD,,499988.0,,,,103894040.0,,,1029798.0,0.983,1.03,1200.0,499988.0,2.82,,,0.86,1.02,False,,800.0,1.03,1.03,https://logo.clearbit.com/avino.com,2021-08-08,Suite 900,,,,,,,,,,,,,,,,,,,,,,,,
DTEA,H4P 1M2,Consumer Defensive,252.0,"DAVIDsTEA Inc. operates as a retailer of specialty tea in Canada and the United States. It offers loose-leaf teas, pre-packaged teas, tea sachets, and tea-related gifts; tea accessories, including tea mugs, travel mugs, teacup sets, teapots, tea makers, kettles, infusers, filters, frothers, tins, and spoons; and food and tea beverages. The company provides loose-leaf tea in white, green, oolong, black, pu'erh, mate, rooibos, and herbal tea categories. As of May 04, 2021, it operated through 18 company-owned stores. The company also provides its products its e-commerce platform, davidstea.com; and distributes products through 2,500 grocery stores and pharmacies. DAVIDsTEA Inc. was incorporated in 2008 and is headquartered in Mount Royal, Canada.",Mount Royal,888 873 0006,QC,Canada,[],http://www.davidstea.com,1,5430 Ferrier,514 739 0200,Packaged Foods,0.07565,-0.06143,0.40666,-5906000.0,-0.279,0.06291,8525000.0,,none,49733000.0,81106752.0,,3.73,,0.706,0.05077,,,,,,31321000.0,578000.0,112693000.0,1.193,CAD,4.298,0.34,,NGM,DAVIDsTEA Inc.,DAVIDsTEA Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_184226946,8a9264db-b100-334b-9a2c-191b152b693b,us_market,,0.762,,10.068,,,-0.03,,26255800.0,,,,-1.035,98907.0,0.0038,,1611964800.0,0.017339999,-6923000.0,-0.213,,,,0.45895,1675036800.0,,1619827200.0,0.35,1619740800.0,14141882.0,3.152717,85832616.0,4,,,,,,,0.86903477,1622160000.0,,,-124.333336,,0.0069999998,78216.0,,,3.67,3.66,3.8593214,,0.0,,3.73,,91975.0,3.67,3.956543,,3.66,91975.0,,,,,,,3.6197,USD,,58781.0,,,,97934136.0,,,217593.0,3.6197,3.53,1300.0,58781.0,7.45,,,0.76,3.51,False,,2200.0,3.73,3.73,https://logo.clearbit.com/davidstea.com,2021-08-07,,,,,,,,,,,,,,,,,,,,,,,,,
ANY,M3C 1W3,Technology,32.0,"Sphere 3D Corp. provides data management, and desktop and application virtualization solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It enables organizations to deploy a combination of public, private, or hybrid cloud strategies through containerized applications, virtual desktops, virtual storage, and physical hyper-converged platforms. The company offers HVE converged and hyper-converged Infrastructure solutions, such as HVE-STACK high density server solution; HVE-VELOCITY high availability dual enclosure storage area network solution; and HVE 3DGFX, a virtualized desktop infrastructure solution. It also provides G-Series appliance to simplify Windows application migration and to enable access from various devices; and G-Series Cloud solution to provide a virtual appliance to eliminate the task of designing, implementing, and maintaining localized application-hosting environments and related hardware. In addition, the company provides SnapServer network attached storage solutions, including SnapServer XSR40, a 1U server that can be configured with up to four SATA III and SSD drives; SnapServer XSR120, a 2U server, which can be configured with up to 12 SATA III, SAS, and SSD drives; GuardianOS, a storage software solution; and Snap Enterprise Data Replicator that provides multi-directional WAN-optimized replication. Sphere 3D Corp. markets its products under the SnapServer, HVE ConneXions, and UCX ConneXions brand names. The company sells its products through its distributor and reseller network to small and medium businesses, and distributed enterprises. Sphere 3D Corp. is based in Toronto, Canada.",Toronto,858 571 5555,ON,Canada,[],http://www.sphere3d.com,1,Building No. 2,,Software—Application,-1.02805,-1.47509,0.46400002,-3024000.0,-0.069,-1.2118,-4912000.0,,none,2249000.0,-4696250.0,,4.86,,0.305,-0.3742,,,68.587,-3.03466,,493000.0,3048000.0,4778000.0,0.052,USD,0.659,0.111,,NMS,Sphere 3D Corp.,Sphere 3D Corp.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_215497349,,us_market,,9.025,,-8.779,0.6816609,,-3.04,,19750800.0,,,,-0.514,750752.0,0.038,,1609372800.0,0.12158,-7241000.0,-0.998,,0.3202082,,0.20434,1672444800.0,,1617148800.0,0.12,1623715200.0,5837507.0,,43122100.0,4,,1541462400.0,1:8,,,,20.089764,1626307200.0,,,-1.5986843,,0.0381,1593814.0,,,3.44,5.35,2.4553094,,0.0,,5.61,,18866000.0,3.44,2.9317646,,5.35,18866000.0,,,,,,,4.36,USD,,118147361.0,,,,95988888.0,,,9320403.0,4.36,4.83,3100.0,118147361.0,5.61,,,1.23,4.85,False,,1300.0,5.61,4.86,https://logo.clearbit.com/sphere3d.com,2021-08-08,Suite 900 895 Don Mills Road,,,,,,,,,,,,,,,,,,,,,,,,
DPRO,S7M 0K7,Industrials,,"Draganfly Inc. manufactures and sells commercial unmanned aerial vehicles worldwide. Its products include quad-copters, fixed wing aircraft, ground based robots, and hand held controllers, as well as software used for tracking, live streaming, and data collection. The company also offers custom engineering and training, simulation consulting, and flight training services, as well as wireless video systems. It serves public safety, agriculture, industrial inspections, and mapping and surveying markets. The company was incorporated in 2018 and is headquartered in Saskatoon, Canada.",Saskatoon,306 955 9907,SK,Canada,[],http://www.draganfly.com,1,2108 St. George Avenue,,Aerospace & Defense,-2.12644,0.0,0.33986,-7405505.0,2.098,-2.14032,-11495930.0,,none,1759600.0,38002564.0,,3.51,,0.532,-0.3018,,,67.948,-43.178234,,21274420.0,259213.0,5406190.0,0.793,CAD,0.326,0.499,,NCM,DRAGANFLY INC,Draganfly Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_634751539,,us_market,,13.978,,-6.574,2.364486,,,,26828900.0,,,,0.014,,,,1609372800.0,0.00017000001,-51835640.0,-2.501,,0.32916343,250.71428,0.05723,1672444800.0,,1617148800.0,,,26228725.0,,75568784.0,4,,,,,,,17.493158,,,,,,,,,,3.6,3.74,1.8158015,,0.0,,4.04,,678866.0,3.6,1.6142353,,3.74,678866.0,,,,,,,3.45,USD,,1087641.0,,,,94571336.0,,,447811.0,3.45,3.81,3200.0,1087641.0,5.65,,,0.77,3.55,False,,4000.0,4.04,3.51,https://logo.clearbit.com/draganfly.com,2021-08-08,,,,,,,,,,,,,,,,,,,,,,,,,
GAME,M5K 1G8,Communication Services,,"Engine Media Holdings, Inc., together with its subsidiaries, engages in the development and sale of gaming applications. It provides e-sport or sporting event or tournament services; offers content management system, video software, mobile applications, and e-sports data platform solutions; sources, creates, and places advertising campaigns that run-in company's network of publisher sites; and provides installation and website design services, as well as data analysis report delivery. The company also offers Esports platform for online tournaments; content publishing, engagement, and monetization; data analytics and intellectual property solutions; UMG Online, an esports website for daily tournaments and ladders; and racing titles. The company was formerly known as Torque Esports Corp. and changed its name to Engine Media Holdings, Inc. in August 2020. The company was incorporated in 2011 and is headquartered in Toronto, Canada.",Toronto,647 725 7765,ON,Canada,[],http://www.enginemediainc.com,1,77 King Street West,,Electronic Gaming & Multimedia,-0.98289,-2.16058,-0.2077,-22808272.0,12.442,-1.10401,-25093604.0,,none,-3623193.0,20188760.0,,6.65,,0.634,-0.42444,,,308.442,,,22761880.0,16243246.0,25530404.0,1.632,USD,3.57,0.569,,NCM,"Engine Media Holdings, Inc.","Engine Media Holdings, Inc.",America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_286556412,4504e1ed-59cd-3732-b8a8-44e5424e6f13,us_market,,6.019,,-6.123,,,,,13951000.0,,,,,,,,1598832000.0,0.0043200003,-56648224.0,,,,,0.03669,1661904000.0,,1614470400.0,,,13528723.0,0.78786,153655280.0,2,,,,,,,3.6338694,,,,,,,,,,6.02,5.97,9.257014,,0.0,,6.82,,244875.0,6.02,8.888,,5.97,244875.0,,,,,,,5.86,USD,,257122.0,,,,92774152.0,,,361021.0,5.86,5.8,900.0,257122.0,13.4,,,5.18,5.77,False,,2200.0,6.82,6.65,https://logo.clearbit.com/enginemediainc.com,2021-08-08,"Suite 3000 PO Box 95, TD Centre â North Tower",,,,,,,,,,,,,,,,,,,,,,,,
ACST,H7T 0A3,Healthcare,32.0,"Acasti Pharma Inc., a biopharmaceutical company, focuses on the research, development, and commercialization of prescription drugs for the treatment of cardiovascular diseases. Its lead product candidate is CaPre, an omega-3 phospholipid therapeutic that is in Phase III clinical trial to treat patients with hypertriglyceridemia; and TRILOGY that is in Phase III to evaluate the safety and efficacy of CaPre in patients with sHTG. The company was incorporated in 2002 and is headquartered in Laval, Canada.",Laval,450 687 2262,QC,Canada,[],http://www.acastipharma.com,1,"545, Promenade du Centropolis",,Biotechnology,0.0,31.88889,0.55556,-15454000.0,,-168.51851,-12127000.0,1.89,buy,,-12237361.0,2.52,0.4706,,13.433,-0.28305998,2.0,2.52,0.408,0.24658,3.15,27918000.0,105000.0,81000.0,0.156,USD,0.001,12.694,2.0,NCM,"Acasti Pharma, Inc.",Acasti Pharma Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_47663822,b85d19b3-5615-3119-8c13-5a148ac836a8,us_market,,646.294,,-4.317,,,-0.35,,200120000.0,,,,0.165,2976591.0,0.0149,,1585612800.0,0.02211,2583000.0,0.027,,,2.852121,0.02702,1648684800.0,,1609372800.0,0.27,1615766400.0,179138509.0,1.499009,52349780.0,4,,1444867200.0,1:10,,,,1144.6968,1618444800.0,,,-1.3445715,,0.0149,3580940.0,,,0.471,0.47,0.59757143,,0.0,,0.4742,,7815725.0,0.471,0.5205714,,0.47,7815725.0,,,,,,,0.461,USD,17.42963,2589881.0,,,,92720440.0,,,13508031.0,0.461,0.503,1000.0,2589881.0,1.22,,,0.17,0.5017,False,,1000.0,0.4742,0.4706,https://logo.clearbit.com/acastipharma.com,2021-08-08,Suite 100,,,,,,,,,,,,,,,,,,,,,,,,
ELYS,M5H 2K4,Consumer Cyclical,69.0,"Elys Game Technology, Corp. provides online and land-based gaming services in Europe and North America. It offers leisure betting products, including lottery, casino gaming, sports betting, online casino games, poker, bingo, virtual sports betting, and horse racing, as well as skilled and interactive games and slots; and operates betting platform software services for leisure betting establishments. The company provides its products through physical, land-based retail locations; website, newgioco.it or commercial webskins linked to its website; and mobile devices under under the Newgioco brand name, as well as under the trade names of NewAleabet, OriginalBet, LovingBet, and Elys. It serves 100,000 online user accounts through 1,000 Web cafÃ©s, 7 corners, and 113 agency/ data transmission center locations. The company was formerly known as Newgioco Group, Inc. and changed its name to Elys Game Technology, Corp. in November 2020. Elys Game Technology, Corp. was incorporated in 1998 and is headquartered in Toronto, Canada.",Toronto,628 258 5148,ON,Canada,[],http://elysgame.com,1,130 Adelaide Street West,,Gambling,-0.08140001,-0.25947002,0.25931,-1389680.0,0.392,-0.10705,-3358146.0,6.69,buy,11157146.0,-3185741.0,7.34,4.16,,2.352,-0.08167,2.0,7.34,2.834,-0.58777,8.0,21524648.0,742945.0,41253520.0,0.978,USD,2.52,2.293,2.0,NCM,"Elys Game Technology, Corp.","Elys Game Technology, Corp.",America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_4970738,5d9dfaec-dd55-3fd5-bd2e-c9499a61e63a,us_market,,1.748,,-21.472,,,,,22011100.0,,,,,294235.0,0.0126,,1609372800.0,0.02066,-10703870.0,,,,,0.35808998,1672444800.0,,1617148800.0,1.08,1623715200.0,14025479.0,3.749183,72105176.0,4,,,,,,,2.2195966,1626307200.0,,,,,0.0195,86011.0,,,4.19,4.18,4.9201427,,0.0,,4.19,,406137.0,4.19,4.1425714,,4.18,406137.0,,,,,,,4.08,USD,,176837.0,,,,91566176.0,,,443306.0,4.08,4.13,900.0,176837.0,8.28,,,1.3,4.11,False,,1000.0,4.19,4.16,https://logo.clearbit.com/elysgame.com,2021-08-08,Suite 701,,,,,,,,,,,,,,,,,,,,,,,,
LMNL,H7V 4B4,Healthcare,251.0,"Liminal BioSciences Inc., a clinical-stage biopharmaceutical company, focuses on discovery, development, and commercialization of novel small molecule drug candidates for the treatment of patients suffering from respiratory fibrotic diseases and other fibrotic or inflammatory diseases that have high unmet medical needs. It operates through two segments, Small Molecule Therapeutics and Plasma-Derived Therapeutics. The Small Molecule Therapeutics segment's lead product candidate is fezagepras (PBI-4050), which is in Phase 1 for the treatment of idiopathic pulmonary fibrosis and respiratory diseases. The Plasma-Derived Therapeutics segment focused on the development of its plasma-derived product candidate Ryplazim, a purified glu-plasminogen derived from human plasma that acts as a plasminogen replacement therapy for patients deficient in plasminogen protein. The company operates in Canada, the United Kingdom, and the United States. The company was formerly known as Prometic Life Sciences Inc. and changed its name to Liminal BioSciences Inc. in October 2019. Liminal BioSciences Inc. was incorporated in 1994 and is headquartered in Laval, Canada.",Laval,450 781 0115,QC,Canada,[],http://www.liminalbiosciences.com,1,440 Boulevard Armand-Frappier,450 781 4477,Biotechnology,0.0,0.0,0.0,-73534000.0,0.04,-25.692629,-82283000.0,2.28,hold,-55542000.0,-55797624.0,3.97,2.86,,2.41,-0.46545,3.0,3.57,,-3.49854,4.47,21564000.0,71438000.0,3325000.0,0.72,CAD,0.128,1.141,3.2,NGM,Liminal BioSciences Inc.,Liminal BioSciences Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_882426,f236eeeb-67d8-3cc6-a9dd-5516ebc191a0,us_market,,47.424,,-1.916,,,,,29943800.0,,,,,421885.0,0.014099999,,1609372800.0,0.00248,-114284000.0,,,,,0.66403997,1672444800.0,,1617148800.0,0.16,1620950400.0,8141430.0,1.405196,157684528.0,4,,1562284800.0,1:1000,,,,25.75617,1623715200.0,,,,,0.042,145460.0,,,2.91,2.9,4.3625,,0.0,,2.9444,,90675.0,2.91,3.524857,,2.9,90675.0,,,,,,,2.84,USD,,68272.0,,,,85639264.0,,,1031332.0,2.84,2.96,3000.0,68272.0,20.2,,,2.8,2.93,False,,1000.0,2.9444,2.86,https://logo.clearbit.com/liminalbiosciences.com,2021-08-08,Suite 300,,,,,,,,,,,,,,,,,,,,,,,,
BCTX,V7T 2X1,Healthcare,,"BriaCell Therapeutics Corp., an immuno-oncology biotechnology company, engages in developing approaches for the management of cancer. Its lead candidate is Bria-IMT that is in Phase I/IIa clinical trial in a combination study with immune checkpoint inhibitors for the treatment of breast cancer. The company also has a cooperative research and development agreement with the National Cancer Institute for developing Bria-OTS, an off-the-shelf personalized immunotherapy for advanced breast cancer; and BriaDx, a diagnostic test. BriaCell Therapeutics Corp. is headquartered in West Vancouver, Canada.",West Vancouver,,BC,Canada,[],http://www.briacell.com,1,Bellevue Centre,604 921 1898,Biotechnology,0.0,0.0,0.0,-7481658.0,,0.0,-7288436.0,,none,,-6796623.0,,5.17,,122.442,-0.3453,,,,0.32272997,,24649020.0,0.0,,1.621,CAD,,118.285,,NMS,BriaCell Therapeutics Corp.,BriaCell Therapeutics Corp.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_262266102,,us_market,,,,-7.094,-0.3075862,,,,15209800.0,,,,2.251,474939.0,0.0312,,1596153600.0,0.16562,2120642.0,0.97,,0.31372488,2.2967572,0.14078,1659225600.0,,1619740800.0,0.16,1623715200.0,12937760.0,1.610457,51704176.0,2,,,,,,,,1626307200.0,,,,,,2896212.0,,,5.02,4.96,4.481739,,0.0,,5.2096,,3225414.0,5.02,5.119412,,4.96,3225414.0,,,,,,,4.64,USD,5.329897,2047312.0,,,,78849224.0,,,4459250.0,4.64,0.0,1800.0,2047312.0,9.0,,,2.81,0.0,False,,1300.0,5.2096,5.17,https://logo.clearbit.com/briacell.com,2021-08-08,235 West 15th Street Suite 300,,,,,,,,,,,,,,,,,,,,,,,,
